Age,Work Class,Education,Marital Status,Height (cm),Number of Siblings,Occupation,Relatioship,Race,Gender,Hours Per Week,Country,Income Per Annum
47, Self-emp-inc, Assoc-acdm, Married-civ-spouse,157,5, Exec-managerial, Husband, White, Male,50, United-States,91890
33, Private, HS-grad, Married-civ-spouse,147,5, Prof-specialty, Husband, White, Male,40, United-States,26468
40, Private, 10th, Married-civ-spouse,182,0, Craft-repair, Husband, Black, Male,40, United-States,29784
38, Private, Some-college, Married-civ-spouse,190,0, Craft-repair, Husband, Asian-Pac-Islander, Male,40, Philippines,151529
21, Private, Some-college, Never-married,178,4, Sales, Not-in-family, White, Male,40, United-States,47856
40, Private, HS-grad, Married-civ-spouse,179,6, Adm-clerical, Husband, White, Male,40, Mexico,47619
33, Private, HS-grad, Divorced,167,6, Transport-moving, Not-in-family, Black, Male,55, United-States,38400
29, Private, Some-college, Never-married,183,3, Tech-support, Not-in-family, White, Male,52, United-States,43540
41, Private, Some-college, Separated,159,5, Transport-moving, Not-in-family, White, Male,35, United-States,39155
20, ?, Some-college, Never-married,171,2, ?, Own-child, White, Female,30, United-States,45911
20, State-gov, Some-college, Never-married,181,4, Exec-managerial, Own-child, White, Male,54, United-States,47691
34, Self-emp-not-inc, 10th, Married-civ-spouse,169,1, Farming-fishing, Husband, White, Male,40, United-States,42392
78, Self-emp-inc, Bachelors, Married-civ-spouse,193,0, Exec-managerial, Husband, White, Male,45, United-States,62188
46, Private, HS-grad, Married-civ-spouse,166,2, Craft-repair, Husband, White, Male,40, United-States,126375
40, Private, Assoc-voc, Married-civ-spouse,170,2, Prof-specialty, Husband, White, Male,40, United-States,134273
59, Private, Some-college, Married-civ-spouse,146,5, Exec-managerial, Husband, White, Male,40, United-States,181385
23, Private, HS-grad, Never-married,189,4, Handlers-cleaners, Not-in-family, White, Male,40, United-States,36077
23, Private, Some-college, Never-married,188,1, Adm-clerical, Own-child, White, Male,24, United-States,40696
47, Self-emp-not-inc, Some-college, Married-civ-spouse,145,6, Craft-repair, Husband, White, Male,30, United-States,39018
31, Local-gov, Bachelors, Married-civ-spouse,153,3, Other-service, Husband, White, Male,38, United-States,82939
42, Self-emp-not-inc, Some-college, Married-civ-spouse,197,5, Handlers-cleaners, Husband, White, Male,56, United-States,79739
46, Local-gov, HS-grad, Divorced,146,5, Prof-specialty, Not-in-family, White, Female,40, United-States,49067
29, Private, HS-grad, Divorced,168,0, Machine-op-inspct, Not-in-family, White, Male,44, United-States,32648
21, Private, HS-grad, Married-civ-spouse,149,3, Adm-clerical, Husband, White, Male,40, United-States,41413
55, Private, HS-grad, Married-civ-spouse,159,1, Craft-repair, Husband, White, Male,40, United-States,155475
38, Private, Assoc-voc, Never-married,157,4, Tech-support, Own-child, White, Female,40, United-States,34106
44, State-gov, Masters, Married-civ-spouse,193,4, Exec-managerial, Husband, White, Male,40, United-States,45107
61, Self-emp-not-inc, Some-college, Divorced,178,3, Exec-managerial, Not-in-family, White, Male,50, United-States,186892
38, State-gov, Bachelors, Never-married,173,3, Exec-managerial, Own-child, White, Male,40, United-States,33126
50, Self-emp-inc, Bachelors, Married-civ-spouse,189,2, Prof-specialty, Husband, White, Male,45, Italy,151072
53, Private, Masters, Married-civ-spouse,181,6, Prof-specialty, Husband, White, Male,40, United-States,192545
37, Private, HS-grad, Married-civ-spouse,159,3, Machine-op-inspct, Husband, Black, Male,36, United-States,128020
49, Private, Masters, Married-civ-spouse,168,1, Exec-managerial, Husband, White, Male,45, United-States,122421
30, Private, Some-college, Married-civ-spouse,190,1, Machine-op-inspct, Husband, White, Male,40, United-States,109444
19, Private, Assoc-voc, Never-married,171,1, Prof-specialty, Own-child, White, Female,40, United-States,28092
59, Self-emp-not-inc, HS-grad, Divorced,191,2, Prof-specialty, Not-in-family, White, Male,20, England,27898
43, Private, Bachelors, Married-civ-spouse,183,2, Exec-managerial, Husband, White, Male,40, United-States,42570
29, Local-gov, Bachelors, Married-civ-spouse,190,0, Prof-specialty, Husband, White, Male,60, United-States,30353
49, Private, Prof-school, Married-civ-spouse,170,5, Prof-specialty, Husband, White, Male,45, United-States,27676
36, Private, HS-grad, Divorced,159,6, Transport-moving, Not-in-family, White, Male,50, United-States,41671
26, Private, 11th, Never-married,174,4, Other-service, Own-child, Black, Male,32, United-States,22017
18, Private, Some-college, Never-married,165,4, Sales, Not-in-family, White, Female,20, United-States,41094
60, Private, Some-college, Widowed,183,0, Sales, Not-in-family, White, Female,15, United-States,25318
43, Private, HS-grad, Divorced,178,3, Adm-clerical, Unmarried, White, Female,40, United-States,39536
42, Private, HS-grad, Never-married,169,3, Other-service, Own-child, White, Female,40, United-States,31623
41, Private, HS-grad, Divorced,187,0, Sales, Not-in-family, White, Male,50, United-States,21822
55, Self-emp-not-inc, Masters, Married-civ-spouse,186,2, Prof-specialty, Husband, White, Male,40, United-States,118637
31, Private, Bachelors, Never-married,185,3, Adm-clerical, Own-child, White, Female,40, United-States,44203
20, Private, Some-college, Never-married,169,6, Handlers-cleaners, Own-child, White, Male,40, United-States,28304
37, Private, Masters, Married-civ-spouse,185,1, Exec-managerial, Husband, White, Male,40, United-States,65225
51, Self-emp-not-inc, Some-college, Married-civ-spouse,160,4, Craft-repair, Husband, White, Male,55, United-States,36625
28, Private, Some-college, Married-civ-spouse,163,1, Sales, Husband, White, Male,55, United-States,181760
24, Private, Assoc-voc, Never-married,153,3, Sales, Not-in-family, White, Female,40, United-States,33687
21, State-gov, Some-college, Never-married,146,0, Adm-clerical, Own-child, White, Female,30, United-States,20734
21, Private, HS-grad, Never-married,159,0, Sales, Not-in-family, White, Male,50, United-States,29882
20, ?, Some-college, Never-married,163,2, ?, Own-child, White, Female,40, United-States,22890
35, Private, HS-grad, Divorced,160,6, Adm-clerical, Not-in-family, White, Female,45, United-States,25401
30, Private, Some-college, Married-civ-spouse,189,3, Craft-repair, Not-in-family, White, Male,40, Mexico,34326
44, Self-emp-not-inc, HS-grad, Married-civ-spouse,177,6, Craft-repair, Husband, White, Male,30, United-States,45786
45, Private, Bachelors, Married-civ-spouse,185,6, Craft-repair, Husband, Asian-Pac-Islander, Male,40, Japan,161923
42, Private, 10th, Married-civ-spouse,183,1, Exec-managerial, Husband, White, Male,40, United-States,28051
36, ?, HS-grad, Divorced,182,5, ?, Not-in-family, White, Female,40, United-States,40042
32, Private, Bachelors, Divorced,166,0, Exec-managerial, Not-in-family, White, Female,40, United-States,35837
33, Private, HS-grad, Never-married,195,2, Handlers-cleaners, Not-in-family, White, Male,40, United-States,39385
27, Private, 9th, Married-civ-spouse,148,4, Craft-repair, Husband, White, Male,32, United-States,30668
17, Private, 10th, Never-married,180,1, Other-service, Own-child, White, Female,15, United-States,30318
45, Local-gov, HS-grad, Never-married,166,2, Adm-clerical, Unmarried, White, Female,40, United-States,46534
41, Private, Bachelors, Married-civ-spouse,187,1, Prof-specialty, Husband, White, Male,40, United-States,34530
19, Private, Some-college, Never-married,170,1, Machine-op-inspct, Not-in-family, White, Female,35, United-States,26824
45, Private, Assoc-voc, Divorced,159,6, Other-service, Not-in-family, White, Female,8, United-States,21761
41, Self-emp-inc, Doctorate, Married-civ-spouse,155,0, Prof-specialty, Husband, White, Male,70, United-States,51844
34, Local-gov, HS-grad, Married-civ-spouse,151,0, Other-service, Wife, White, Female,35, United-States,34263
33, Private, Bachelors, Never-married,163,6, Adm-clerical, Not-in-family, White, Male,60, United-States,105345
17, ?, 10th, Never-married,155,0, ?, Own-child, Other, Female,20, United-States,46961
51, Private, Bachelors, Divorced,162,5, Sales, Not-in-family, White, Female,60, United-States,27204
33, Private, HS-grad, Divorced,166,4, Handlers-cleaners, Own-child, White, Male,20, United-States,26166
23, Private, Some-college, Never-married,153,2, Handlers-cleaners, Other-relative, White, Female,18, United-States,31957
52, Private, Bachelors, Married-spouse-absent,185,5, Prof-specialty, Not-in-family, White, Male,30, United-States,176044
36, ?, Some-college, Divorced,170,1, ?, Own-child, White, Female,32, United-States,43228
25, Private, HS-grad, Never-married,169,4, Adm-clerical, Unmarried, Black, Female,40, United-States,34573
38, ?, Some-college, Married-civ-spouse,177,6, ?, Wife, White, Female,20, United-States,28070
64, Self-emp-not-inc, 9th, Separated,192,2, Transport-moving, Not-in-family, White, Male,45, United-States,27776
42, Private, Masters, Married-civ-spouse,169,1, Prof-specialty, Husband, White, Male,40, United-States,120228
29, Private, HS-grad, Never-married,194,6, Transport-moving, Own-child, White, Male,40, United-States,20773
26, Local-gov, Bachelors, Never-married,182,3, Prof-specialty, Not-in-family, White, Female,38, United-States,33969
38, ?, HS-grad, Married-civ-spouse,167,4, ?, Husband, White, Male,24, United-States,26386
24, Private, 10th, Never-married,171,0, Other-service, Other-relative, White, Male,30, Mexico,25459
43, Federal-gov, Some-college, Married-civ-spouse,146,2, Exec-managerial, Husband, White, Male,40, United-States,187231
38, Private, 10th, Married-civ-spouse,171,6, Craft-repair, Husband, White, Male,40, United-States,89812
28, Private, Bachelors, Married-civ-spouse,159,0, Sales, Husband, White, Male,45, United-States,94806
18, ?, Some-college, Never-married,152,6, ?, Own-child, White, Female,25, United-States,43428
44, Private, Assoc-voc, Married-civ-spouse,185,0, Craft-repair, Husband, Black, Male,40, United-States,31641
81, ?, HS-grad, Married-civ-spouse,179,6, ?, Husband, White, Male,18, United-States,29808
55, Private, HS-grad, Married-civ-spouse,195,6, Exec-managerial, Husband, White, Male,40, United-States,95107
52, Private, 11th, Widowed,179,0, Other-service, Unmarried, Black, Female,40, United-States,28670
31, Private, Bachelors, Married-civ-spouse,156,6, Prof-specialty, Husband, White, Male,40, United-States,88557
35, Private, HS-grad, Divorced,162,4, Adm-clerical, Unmarried, White, Female,40, United-States,28971
39, Private, HS-grad, Never-married,199,5, Machine-op-inspct, Unmarried, Black, Female,36, United-States,34191
27, Private, HS-grad, Never-married,160,4, Transport-moving, Own-child, White, Male,40, United-States,48883
23, State-gov, Some-college, Never-married,147,6, Adm-clerical, Not-in-family, White, Male,15, United-States,24100
26, Private, 11th, Separated,199,6, Craft-repair, Other-relative, White, Male,50, United-States,35041
33, Private, Assoc-voc, Never-married,148,4, Other-service, Not-in-family, White, Male,40, Cuba,33312
39, Private, Some-college, Never-married,174,4, Craft-repair, Unmarried, White, Female,40, United-States,22608
44, Private, HS-grad, Divorced,163,5, Transport-moving, Not-in-family, White, Male,40, United-States,26383
38, Private, HS-grad, Divorced,153,3, Exec-managerial, Unmarried, White, Female,40, United-States,44836
18, Private, 12th, Never-married,166,4, Other-service, Own-child, White, Male,15, United-States,49027
54, Private, HS-grad, Widowed,169,6, Other-service, Not-in-family, White, Female,15, United-States,28843
45, Private, HS-grad, Never-married,178,6, Adm-clerical, Own-child, Black, Female,40, United-States,36243
43, Private, Masters, Married-civ-spouse,171,1, Exec-managerial, Husband, Asian-Pac-Islander, Male,40, India,109002
23, Local-gov, Bachelors, Never-married,172,5, Prof-specialty, Own-child, White, Female,40, United-States,42011
37, Private, Some-college, Never-married,176,2, Exec-managerial, Not-in-family, White, Male,40, United-States,25339
33, Self-emp-not-inc, 11th, Married-civ-spouse,161,0, Craft-repair, Husband, White, Male,50, United-States,34089
45, Private, Bachelors, Married-civ-spouse,149,2, Transport-moving, Husband, White, Male,50, United-States,54359
32, Self-emp-inc, Bachelors, Never-married,200,1, Exec-managerial, Not-in-family, White, Male,55, United-States,44941
47, Private, 7th-8th, Married-civ-spouse,186,5, Craft-repair, Husband, White, Male,40, United-States,33832
44, Private, Assoc-acdm, Married-civ-spouse,195,4, Prof-specialty, Husband, White, Male,40, United-States,84089
22, Private, HS-grad, Never-married,180,6, Machine-op-inspct, Own-child, White, Male,40, United-States,30798
17, Private, 11th, Never-married,166,3, Sales, Own-child, White, Male,30, United-States,47523
64, Self-emp-inc, Doctorate, Married-civ-spouse,149,0, Exec-managerial, Husband, White, Male,60, United-States,87793
30, Local-gov, Bachelors, Married-civ-spouse,165,3, Protective-serv, Husband, White, Male,45, United-States,116831
51, Private, Bachelors, Married-civ-spouse,153,0, Prof-specialty, Husband, White, Male,70, United-States,72073
26, State-gov, HS-grad, Never-married,182,6, Protective-serv, Not-in-family, White, Male,40, United-States,49967
31, Private, Some-college, Never-married,156,2, Sales, Not-in-family, White, Female,40, United-States,23114
50, Private, 11th, Married-civ-spouse,184,4, Craft-repair, Husband, White, Male,40, United-States,44331
18, ?, Some-college, Never-married,194,4, ?, Own-child, White, Male,10, United-States,28179
63, Private, HS-grad, Never-married,151,0, Exec-managerial, Own-child, White, Female,40, United-States,46319
48, Private, Assoc-voc, Married-civ-spouse,196,1, Exec-managerial, Husband, White, Male,43, United-States,58891
37, Self-emp-inc, Bachelors, Married-civ-spouse,163,5, Sales, Husband, White, Male,50, United-States,85540
51, ?, HS-grad, Married-civ-spouse,163,0, ?, Husband, White, Male,28, United-States,48838
29, Private, HS-grad, Never-married,166,6, Exec-managerial, Not-in-family, White, Female,38, United-States,47763
69, Private, Masters, Married-civ-spouse,163,6, Prof-specialty, Husband, White, Male,25, United-States,21806
56, Private, HS-grad, Married-civ-spouse,169,5, Transport-moving, Husband, White, Male,60, United-States,36669
26, ?, Bachelors, Married-civ-spouse,163,4, ?, Wife, White, Female,40, United-States,28795
39, Local-gov, Masters, Married-civ-spouse,182,0, Prof-specialty, Husband, White, Male,40, United-States,58079
42, Self-emp-not-inc, HS-grad, Separated,192,3, Other-service, Not-in-family, White, Female,22, United-States,47638
41, Federal-gov, HS-grad, Married-civ-spouse,146,1, Tech-support, Husband, White, Male,40, United-States,115195
45, Private, HS-grad, Married-civ-spouse,154,2, Machine-op-inspct, Husband, White, Male,40, United-States,96983
23, Private, Some-college, Never-married,196,6, Adm-clerical, Own-child, White, Male,40, United-States,22824
29, Private, Bachelors, Never-married,198,4, Prof-specialty, Not-in-family, White, Male,50, United-States,81537
34, Private, Some-college, Married-civ-spouse,178,5, Craft-repair, Husband, White, Male,50, United-States,33391
31, ?, Bachelors, Married-civ-spouse,185,3, ?, Wife, White, Female,20, United-States,145358
46, Local-gov, Bachelors, Married-civ-spouse,176,6, Prof-specialty, Wife, White, Female,40, United-States,69674
46, Without-pay, HS-grad, Married-civ-spouse,188,3, Machine-op-inspct, Wife, White, Female,25, United-States,43626
33, Private, 5th-6th, Separated,149,6, Other-service, Unmarried, White, Female,40, Mexico,27066
46, Private, Assoc-voc, Married-civ-spouse,181,3, Adm-clerical, Husband, White, Male,40, United-States,34465
26, Private, HS-grad, Never-married,196,0, Other-service, Own-child, Black, Female,40, United-States,47938
49, Local-gov, Bachelors, Divorced,167,2, Prof-specialty, Unmarried, White, Female,50, France,28738
66, ?, HS-grad, Widowed,184,3, ?, Not-in-family, Other, Female,35, Puerto-Rico,38865
55, State-gov, HS-grad, Married-civ-spouse,156,0, Tech-support, Wife, White, Female,40, United-States,184145
35, Private, HS-grad, Married-civ-spouse,176,3, Machine-op-inspct, Husband, White, Male,40, United-States,27228
27, Private, Some-college, Divorced,173,3, Adm-clerical, Unmarried, White, Female,40, United-States,22171
31, Private, HS-grad, Never-married,149,4, Exec-managerial, Own-child, White, Female,40, United-States,39682
47, Private, Some-college, Separated,168,4, Adm-clerical, Unmarried, White, Female,16, Germany,46645
48, Self-emp-not-inc, HS-grad, Married-civ-spouse,184,6, Craft-repair, Husband, White, Male,40, United-States,143206
27, Private, Some-college, Never-married,152,1, Adm-clerical, Not-in-family, White, Female,56, United-States,46853
38, Private, HS-grad, Divorced,147,2, Adm-clerical, Not-in-family, White, Female,40, United-States,49615
27, Private, HS-grad, Married-civ-spouse,146,6, Exec-managerial, Wife, White, Female,40, United-States,46121
23, ?, Assoc-acdm, Never-married,169,3, ?, Own-child, White, Male,20, United-States,47978
17, Private, 12th, Never-married,194,6, Other-service, Own-child, White, Male,15, United-States,35602
44, State-gov, Bachelors, Married-civ-spouse,164,3, Exec-managerial, Husband, White, Male,40, United-States,70371
26, Private, HS-grad, Married-civ-spouse,151,4, Sales, Husband, White, Male,48, United-States,21790
37, Private, HS-grad, Never-married,194,2, Transport-moving, Other-relative, White, Female,40, United-States,44689
49, Private, Bachelors, Married-civ-spouse,190,4, Exec-managerial, Husband, White, Male,55, United-States,56927
42, Private, HS-grad, Married-civ-spouse,179,3, Craft-repair, Husband, White, Male,40, United-States,63450
26, Private, Bachelors, Never-married,145,3, Prof-specialty, Not-in-family, White, Female,40, United-States,32214
73, ?, Assoc-voc, Married-spouse-absent,200,1, ?, Not-in-family, White, Female,32, United-States,40495
44, Private, Some-college, Married-civ-spouse,166,2, Craft-repair, Husband, White, Male,40, United-States,48343
47, Private, Masters, Never-married,180,1, Prof-specialty, Not-in-family, White, Female,40, United-States,48942
28, ?, Some-college, Divorced,184,5, ?, Own-child, White, Female,20, ?,28301
49, Private, Some-college, Divorced,197,4, Tech-support, Not-in-family, White, Male,40, United-States,39565
17, Private, HS-grad, Never-married,157,1, Sales, Own-child, White, Female,20, United-States,31033
42, Private, Some-college, Divorced,147,4, Prof-specialty, Not-in-family, White, Male,40, United-States,39960
30, Private, 10th, Married-civ-spouse,187,2, Craft-repair, Husband, White, Male,40, United-States,26801
36, State-gov, Assoc-voc, Married-civ-spouse,156,3, Tech-support, Husband, Asian-Pac-Islander, Male,37, Hong,20028
53, Private, Bachelors, Never-married,172,3, Prof-specialty, Not-in-family, White, Female,40, United-States,41874
23, Private, HS-grad, Married-civ-spouse,146,3, Handlers-cleaners, Husband, Black, Male,40, United-States,22080
35, Private, HS-grad, Divorced,174,2, Other-service, Not-in-family, White, Female,40, United-States,36012
32, Private, 11th, Never-married,169,4, Craft-repair, Not-in-family, Amer-Indian-Eskimo, Male,60, United-States,155407
39, Private, Bachelors, Widowed,176,5, Prof-specialty, Unmarried, White, Female,50, Poland,188914
40, Private, Masters, Married-civ-spouse,171,2, Prof-specialty, Husband, White, Male,60, United-States,34715
28, Private, Some-college, Married-civ-spouse,190,5, Adm-clerical, Husband, White, Male,40, United-States,44395
32, Private, HS-grad, Never-married,191,3, Transport-moving, Own-child, White, Male,40, United-States,21685
42, Private, Some-college, Never-married,174,6, Adm-clerical, Own-child, White, Female,40, United-States,43859
35, Private, Bachelors, Never-married,189,1, Adm-clerical, Not-in-family, White, Female,43, United-States,36203
35, Private, 12th, Never-married,157,0, Machine-op-inspct, Unmarried, Black, Female,40, United-States,29658
21, Private, HS-grad, Never-married,158,5, Machine-op-inspct, Own-child, White, Male,40, United-States,47312
71, Private, 7th-8th, Widowed,192,2, Exec-managerial, Not-in-family, White, Male,40, United-States,163008
31, Private, HS-grad, Separated,182,2, Other-service, Not-in-family, White, Male,40, United-States,34997
25, Local-gov, Some-college, Never-married,177,5, Adm-clerical, Unmarried, Black, Female,40, United-States,22429
35, Private, HS-grad, Never-married,190,2, Adm-clerical, Own-child, White, Female,40, United-States,21598
24, Private, HS-grad, Never-married,150,4, Other-service, Other-relative, White, Male,25, United-States,27212
69, Private, Some-college, Married-civ-spouse,180,4, Sales, Husband, White, Male,25, United-States,48217
35, Self-emp-not-inc, Masters, Married-civ-spouse,162,0, Sales, Husband, Asian-Pac-Islander, Male,40, ?,143112
35, Private, Bachelors, Married-civ-spouse,147,4, Sales, Husband, White, Male,40, United-States,37784
42, Private, Bachelors, Never-married,168,4, Sales, Not-in-family, White, Male,50, United-States,57274
51, Private, Assoc-voc, Married-civ-spouse,150,4, Tech-support, Husband, White, Male,40, United-States,116395
48, Private, HS-grad, Divorced,193,5, Transport-moving, Not-in-family, White, Male,44, United-States,24817
49, Private, Assoc-voc, Married-civ-spouse,187,0, Adm-clerical, Husband, White, Male,40, United-States,48387
53, Private, Assoc-acdm, Married-civ-spouse,188,1, Exec-managerial, Husband, White, Male,99, United-States,30787
43, Private, Some-college, Married-civ-spouse,161,3, Adm-clerical, Husband, White, Male,40, United-States,21314
53, Private, Bachelors, Married-civ-spouse,153,6, Exec-managerial, Husband, White, Male,40, United-States,110553
35, Private, HS-grad, Never-married,179,3, Machine-op-inspct, Own-child, White, Male,40, United-States,36509
36, Private, HS-grad, Never-married,147,2, Other-service, Not-in-family, White, Female,40, United-States,32799
34, Local-gov, Masters, Never-married,173,2, Prof-specialty, Not-in-family, White, Female,40, United-States,38909
48, Private, Some-college, Married-civ-spouse,180,6, Other-service, Husband, White, Male,40, United-States,65548
53, Private, HS-grad, Divorced,177,1, Adm-clerical, Not-in-family, White, Female,40, United-States,41809
37, Private, Some-college, Divorced,191,4, Handlers-cleaners, Own-child, White, Male,40, United-States,20383
49, State-gov, Prof-school, Divorced,164,5, Exec-managerial, Not-in-family, White, Female,40, United-States,37996
30, ?, Some-college, Married-civ-spouse,169,5, ?, Husband, White, Male,40, United-States,44403
41, Private, HS-grad, Married-civ-spouse,151,1, Craft-repair, Husband, White, Male,40, United-States,21499
25, Private, Some-college, Never-married,177,0, Other-service, Own-child, White, Female,40, United-States,23112
24, Private, Some-college, Married-civ-spouse,151,2, Craft-repair, Husband, White, Male,65, United-States,44950
34, Private, HS-grad, Never-married,178,4, Craft-repair, Own-child, White, Male,40, United-States,25233
29, Private, HS-grad, Never-married,174,3, Craft-repair, Unmarried, White, Female,42, United-States,41154
23, Private, Bachelors, Never-married,162,2, Tech-support, Not-in-family, Black, Female,45, United-States,36060
46, Private, Some-college, Separated,155,3, Sales, Not-in-family, White, Male,42, United-States,41968
20, Private, Some-college, Never-married,162,3, Other-service, Own-child, White, Female,15, United-States,26556
63, Private, 12th, Married-civ-spouse,169,5, Craft-repair, Husband, White, Male,40, United-States,30195
40, Self-emp-not-inc, Masters, Married-civ-spouse,145,6, Sales, Husband, White, Male,50, United-States,30545
33, Private, Assoc-acdm, Divorced,158,3, Prof-specialty, Not-in-family, White, Male,50, United-States,21982
24, Federal-gov, Some-college, Never-married,199,2, Adm-clerical, Own-child, Black, Female,40, United-States,43602
36, Private, Some-college, Never-married,162,4, Other-service, Own-child, White, Male,45, United-States,36731
25, Private, HS-grad, Never-married,154,3, Prof-specialty, Own-child, White, Male,40, United-States,40124
54, Local-gov, 9th, Married-civ-spouse,181,3, Other-service, Husband, White, Male,40, United-States,26909
50, Self-emp-not-inc, Bachelors, Divorced,158,6, Sales, Not-in-family, White, Male,50, United-States,21732
58, State-gov, Bachelors, Married-civ-spouse,173,2, Exec-managerial, Husband, White, Male,40, United-States,47556
17, Private, 11th, Never-married,197,4, Other-service, Own-child, White, Male,20, England,26972
40, Private, HS-grad, Married-civ-spouse,194,5, Exec-managerial, Husband, White, Male,50, United-States,91826
27, Private, Bachelors, Never-married,185,6, Sales, Own-child, White, Male,40, United-States,31322
20, Private, HS-grad, Separated,147,6, Sales, Own-child, White, Female,26, United-States,46957
22, Private, 11th, Married-civ-spouse,150,0, Craft-repair, Husband, White, Male,35, United-States,38639
80, Self-emp-not-inc, 11th, Married-civ-spouse,155,5, Exec-managerial, Husband, White, Male,25, United-States,29264
52, Private, HS-grad, Divorced,167,0, Transport-moving, Not-in-family, White, Male,45, United-States,38265
40, Federal-gov, Bachelors, Married-civ-spouse,152,2, Adm-clerical, Husband, White, Male,48, United-States,150349
48, Private, 10th, Separated,200,4, Machine-op-inspct, Own-child, White, Female,48, United-States,20951
62, Private, HS-grad, Married-civ-spouse,151,6, Handlers-cleaners, Husband, White, Male,25, United-States,22168
32, Private, Assoc-acdm, Married-civ-spouse,163,1, Tech-support, Husband, White, Male,42, United-States,175952
21, ?, Some-college, Never-married,181,1, ?, Not-in-family, White, Female,28, United-States,47672
58, Federal-gov, Bachelors, Married-civ-spouse,146,5, Exec-managerial, Husband, White, Male,40, United-States,138559
37, Self-emp-not-inc, Masters, Married-civ-spouse,154,5, Exec-managerial, Husband, White, Male,60, United-States,193508
29, Self-emp-inc, Doctorate, Married-civ-spouse,173,2, Prof-specialty, Husband, White, Male,35, United-States,129370
25, Private, HS-grad, Never-married,176,2, Other-service, Not-in-family, White, Male,40, United-States,42682
26, Private, Some-college, Never-married,173,1, Machine-op-inspct, Own-child, White, Male,40, United-States,34708
50, Private, Some-college, Married-civ-spouse,184,0, Sales, Husband, White, Male,50, United-States,39971
30, Federal-gov, Bachelors, Married-civ-spouse,150,4, Prof-specialty, Husband, White, Male,40, United-States,62993
30, Local-gov, Bachelors, Married-civ-spouse,165,3, Prof-specialty, Husband, White, Male,80, United-States,44930
59, Private, HS-grad, Widowed,185,5, Other-service, Not-in-family, White, Female,10, United-States,44839
36, Private, HS-grad, Never-married,163,5, Handlers-cleaners, Own-child, White, Male,40, United-States,45925
37, Private, Masters, Married-civ-spouse,159,5, Exec-managerial, Husband, White, Male,50, Ecuador,118369
42, Private, Bachelors, Married-civ-spouse,150,5, Exec-managerial, Wife, White, Female,40, United-States,130253
34, Private, Bachelors, Married-civ-spouse,155,5, Exec-managerial, Husband, Black, Male,45, United-States,101671
27, Self-emp-not-inc, 9th, Married-civ-spouse,166,5, Craft-repair, Husband, White, Male,40, United-States,23313
39, Private, Bachelors, Married-civ-spouse,147,1, Tech-support, Husband, White, Male,50, United-States,89435
41, Private, Assoc-voc, Married-civ-spouse,149,3, Other-service, Husband, Asian-Pac-Islander, Male,60, India,198669
34, Self-emp-not-inc, Bachelors, Married-civ-spouse,183,4, Craft-repair, Husband, Asian-Pac-Islander, Male,70, South,87183
41, Private, Some-college, Married-civ-spouse,176,3, Exec-managerial, Husband, White, Male,40, United-States,26017
50, Private, Some-college, Divorced,172,2, Adm-clerical, Unmarried, Black, Female,40, United-States,44242
18, Private, HS-grad, Never-married,186,4, Handlers-cleaners, Other-relative, White, Female,28, United-States,23009
23, Private, Bachelors, Never-married,186,2, Exec-managerial, Own-child, White, Female,15, United-States,26720
26, Private, HS-grad, Married-civ-spouse,147,2, Craft-repair, Husband, White, Male,48, United-States,43360
38, Private, Some-college, Married-civ-spouse,186,3, Transport-moving, Husband, White, Male,60, United-States,79276
27, Private, Some-college, Married-civ-spouse,200,0, Prof-specialty, Husband, White, Male,88, United-States,20865
21, Private, 10th, Never-married,148,4, Handlers-cleaners, Not-in-family, Other, Male,40, Dominican-Republic,21108
41, Private, HS-grad, Married-civ-spouse,155,2, Other-service, Husband, White, Male,40, United-States,43289
42, Self-emp-not-inc, Assoc-acdm, Divorced,176,0, Craft-repair, Own-child, Amer-Indian-Eskimo, Male,35, United-States,33944
25, Private, 10th, Never-married,179,3, Machine-op-inspct, Own-child, White, Male,40, United-States,32046
43, Private, Bachelors, Married-civ-spouse,175,1, Sales, Husband, White, Male,40, United-States,139173
23, Private, Some-college, Never-married,152,1, Handlers-cleaners, Own-child, White, Male,15, United-States,30656
40, Local-gov, Bachelors, Married-civ-spouse,193,6, Prof-specialty, Husband, White, Male,40, United-States,183235
23, Private, Some-college, Never-married,165,6, Sales, Own-child, Black, Male,9, United-States,21132
18, Private, 11th, Never-married,190,2, Other-service, Not-in-family, White, Female,20, United-States,48685
37, Private, Bachelors, Never-married,198,0, Exec-managerial, Not-in-family, White, Male,50, United-States,41461
58, Private, 9th, Married-civ-spouse,150,2, Machine-op-inspct, Husband, Black, Male,40, United-States,41088
36, Private, Some-college, Never-married,156,5, Craft-repair, Not-in-family, White, Male,40, United-States,35470
36, Private, Assoc-acdm, Married-civ-spouse,181,4, Prof-specialty, Husband, White, Male,40, United-States,133535
25, Private, Assoc-voc, Married-civ-spouse,176,0, Prof-specialty, Wife, White, Female,40, United-States,171419
62, Private, Bachelors, Married-civ-spouse,149,2, Exec-managerial, Husband, White, Male,40, United-States,83638
34, Private, Some-college, Married-civ-spouse,181,2, Transport-moving, Husband, White, Male,40, United-States,36880
27, Private, Bachelors, Never-married,173,6, Prof-specialty, Not-in-family, White, Female,36, United-States,42548
23, Private, HS-grad, Never-married,167,2, Sales, Own-child, White, Male,35, United-States,28709
55, Private, HS-grad, Divorced,167,0, Adm-clerical, Not-in-family, White, Female,40, United-States,36293
